source,count,mean,std,max,min,sum
PSMA1,148,0.4128615377704054,0.1275185064507224,0.84961318714,0.246743830368,61.10350759002
NCL,148,0.3652226207731081,0.09245965755391765,0.846823395218,0.246936166436,54.05294787442
SMAD4,148,0.3681993984950743,0.0955025350620243,0.770956323446,0.269641469617,54.493510977271
HSPA4,146,0.40335592873921916,0.1268577558369795,0.894947340862,0.279930415944,58.889965595926
USP7,146,0.3888434150696301,0.13238086567551421,0.754233231457,0.279930415944,56.771138600166
HSPA5,146,0.35953309660454796,0.10235279036138178,0.99,0.246936166436,52.491832104264
CEP70,146,0.3690646166982671,0.09971721714569959,0.638447632444,0.279930415944,53.883434037947
VHL,145,0.41569003799532417,0.12515036054457518,0.78941377446,0.279930415944,60.275055509322
SUV39H1,144,0.3441750287889931,0.08054463628883614,0.638447632444,0.279930415944,49.561204145615
ITGB1,144,0.35892828325045834,0.07718251740156085,0.676545067409,0.246936166436,51.685672788066
PPP1CC,144,0.3431183716435972,0.0937384357262376,0.703475666565,0.265060443831,49.409045516678
PPP2CA,143,0.3894133398316434,0.0984186979465533,0.783572560066,0.244957679172,55.686107595925
RAF1,143,0.40681909039623076,0.13240518634058276,0.99,0.244957679172,58.175129926661
TERF2IP,142,0.29949799058940846,0.05921657955228878,0.640102050546,0.279930415944,42.528714663696
FYN,141,0.3881948038885816,0.10888845464483678,0.690890282725,0.246743830368,54.73546734829
PARP1,141,0.4219732170501206,0.12458731159042896,0.846823395218,0.279641111567,59.498223604067
MAPK3,141,0.35003162803748933,0.0774475549882245,0.638447632444,0.244957679172,49.354459553286
XPO1,141,0.3451656499130851,0.08071984115437014,0.780259080893,0.246936166436,48.668356637745
complex:InrRmGjBevcqfmODf2wqsVQsa20,141,0.410473245727,0.0,0.410473245727,0.410473245727,57.876727647507
AES,140,0.4251856991995571,0.08377542789294526,0.703475666565,0.279930415944,59.525997887938
SKP1,140,0.4117127354570214,0.10853326651120326,0.776936769304,0.279930415944,57.639782963983
TRIP6,140,0.33469244304845,0.07307513986171839,0.495315321139,0.246936166436,46.856942026782995
CASP3,139,0.34668502451795685,0.07203255060967,0.660180467566,0.279641111567,48.189218407996
DDB1,139,0.42281174230332375,0.13036265443700973,0.918548147414,0.279930415944,58.770832180162
BARD1,138,0.3633356153988406,0.11042243551714317,0.783572560066,0.279930415944,50.14031492504
COPS6,138,0.3769026212672391,0.12922010573384957,0.733962395816,0.279930415944,52.012561734879
SMARCB1,137,0.4012039911580511,0.13089589410890534,0.898251078091,0.279930415944,54.964946788653
STAT1,136,0.3613581829840441,0.08954196460685361,0.808082596594,0.279930415944,49.144712885829996
RXRA,136,0.3953297172271397,0.15968734242507446,0.99,0.246936166436,53.764841542891
CDC5L,136,0.3847199374812721,0.12971299584182885,0.99,0.279930415944,52.321911497453
SQSTM1,136,0.38547234480686765,0.11137219886990431,0.81877307262,0.246936166436,52.424238893734
TRIM54,135,0.3773976018356222,0.09524249861840953,0.471716454681,0.279930415944,50.948676247809
CDC37,135,0.3740750641199555,0.10624976797180466,0.75043212715,0.279930415944,50.500133656193995
APC,135,0.3385287404390148,0.0973706758922664,0.716701245295,0.246936166436,45.701379959267
XRCC5,134,0.40599033232558207,0.11411069922892828,0.99,0.279641111567,54.402704531628
DHX9,134,0.36394791524402986,0.09553442488670501,0.846823395218,0.246936166436,48.7690206427
RPS3,133,0.3814299120903684,0.09434994089149679,0.776997106923,0.279641111567,50.730178308019
CCDC85B,133,0.28986834925316535,0.03711220320499578,0.495315321139,0.279930415944,38.552490450670994
SIRT1,133,0.42497937747626313,0.12241682501249812,0.768933435016,0.246936166436,56.522257204343
SGTA,133,0.3993038367004812,0.10493105158952448,0.746020063848,0.279930415944,53.107410281164
NEDD8,132,0.41761267263525,0.11286916736621515,0.841924966481,0.279930415944,55.124872787853
ERBB2,132,0.3898857358430227,0.1335529856427661,0.99,0.246936166436,51.464917131279
CHUK,132,0.4019416104735227,0.10078971724354248,0.714694809551,0.246936166436,53.056292582505
RPL5,132,0.3457985059772576,0.08356576431993869,0.855226582805,0.279930415944,45.645402788998
RPSA,131,0.3504714055074046,0.0893637478244597,0.752182463003,0.246936166436,45.91175412147
GNB2L1,131,0.3830331836595191,0.08690549545527722,0.742544894415,0.279930415944,50.177347059397
BTRC,131,0.4266089261630916,0.11546257006871193,0.838429209265,0.279930415944,55.885769327365
UCHL5,130,0.36036513088844613,0.12332365796636262,0.760523403862,0.279930415944,46.847467015498
RPS6,130,0.36847295061682306,0.09314141646533083,0.752182463003,0.279930415944,47.901483580187
LRIF1,130,0.29025402618574614,0.04338985142262882,0.593777419121,0.279930415944,37.733023404147
RPS2,130,0.36211346778541537,0.0863286783582299,0.757709104213,0.279930415944,47.074750812104
SHC1,130,0.3838960573003154,0.10985156761893208,0.807615570659,0.279930415944,49.906487449041
PARK2,130,0.44151745103052303,0.1343665991300865,0.885479311857,0.246936166436,57.397268633968
USHBP1,129,0.3980235510493876,0.09602951023379186,0.638447632444,0.279930415944,51.345038085370994
BAG3,128,0.39717580929895313,0.07288063562450077,0.780047649572,0.279930415944,50.838503590266
CASP8,128,0.38613065338325,0.10477371119677154,0.783393027113,0.246936166436,49.424723633056
NCOR1,128,0.41423236963542187,0.1251880777351045,0.834771594955,0.246936166436,53.021743313334
IKBKB,128,0.421954860698625,0.11132768234527414,0.70813231092,0.279930415944,54.010222169424
NFKB1,127,0.380799328677063,0.10030905741987735,0.71191638808,0.246936166436,48.361514741987
RBBP4,127,0.4075326744496457,0.11415289714656879,0.822821136588,0.279930415944,51.756649655105
KRT15,127,0.3935887159362913,0.10255183155307462,0.613553501741,0.279930415944,49.985766923909
PRPF40A,127,0.32347166198229915,0.07977367114618417,0.764276113529,0.279930415944,41.080901071751995
CUL3,127,0.43045649142398423,0.12822331578159146,0.856738388886,0.246936166436,54.667974410846
RBX1,126,0.40333994427651587,0.1470355301042415,0.885787825637,0.279930415944,50.820832978841
HNRNPD,126,0.3514939037207143,0.10755707449485315,0.770956323446,0.279930415944,44.28823186881
PLSCR1,125,0.339945490494408,0.0920995375449153,0.690890282725,0.279930415944,42.493186311801
UBE3A,125,0.379641360845184,0.11217236347897938,0.74490450874,0.279930415944,47.455170105648
TRIM28,124,0.40093269845657253,0.12134191652123055,0.849615619234,0.246936166436,49.715654608615
KHDRBS1,124,0.35382228941001614,0.09432174762786852,0.690890282725,0.246936166436,43.873963886842
RHOA,123,0.35887400016344717,0.10037315319482884,0.99,0.279930415944,44.141502020104
PNMA1,122,0.3719565619327131,0.10598452228674352,0.703475666565,0.279930415944,45.378700555791
CDK9,122,0.4130781659129344,0.12684841087447682,0.839444470502,0.246936166436,50.395536241378
PLK1,122,0.3864617963972295,0.12799934941301422,0.794525487873,0.279641111567,47.148339160462
GAPDH,122,0.3415171481589016,0.08879770799762365,0.776997106923,0.246936166436,41.665092075386
NPM1,122,0.40576104760736065,0.11680006381881408,0.846823395218,0.269641469617,49.502847808098
PLCG1,121,0.41971363330040495,0.13516259801845618,0.99,0.279930415944,50.785349629349
SMARCE1,121,0.4262088050855124,0.1330597797420847,0.863276080654,0.279930415944,51.571265415347
FAM9B,121,0.395889131461124,0.09544048626104704,0.593777419121,0.279930415944,47.902584906796
UBE2N,121,0.3745402072143636,0.1284508561775965,0.817400991888,0.279930415944,45.319365072938
TCEB1,121,0.42051804785869423,0.13631735799765152,0.918933602119,0.279930415944,50.882683790902
PPARG,120,0.42564419589730834,0.1729663166871553,0.99,0.279930415944,51.077303507677
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc,120,0.906216217036075,0.007768224769537924,0.954526206676,0.904977499353,108.745946044329
RPS24,120,0.35593327940855,0.0747370019205073,0.703475666565,0.279930415944,42.711993529026
KPNA2,120,0.3324877051174833,0.0851705738513713,0.734056550373,0.279930415944,39.898524614098
HIF1A,120,0.41858096288960833,0.13228771141655984,0.99,0.246936166436,50.229715546753
CHD3,120,0.3431840041015166,0.11011071334143738,0.838811983373,0.246936166436,41.182080492181996
RARA,120,0.3891959684219083,0.10616308457292128,0.714694809551,0.279930415944,46.703516210629
FOS,120,0.372943349495375,0.09569161912716416,0.653863997719,0.279930415944,44.753201939445
ATM,119,0.389364450145042,0.10900574373284706,0.904977499353,0.246936166436,46.33436956726
DISC1,119,0.33859118256576465,0.11084995690895437,0.74126229486,0.279930415944,40.292350725325996
RPS4X,119,0.3867442079780084,0.11979739273193253,0.752182463003,0.279930415944,46.022560749383
CDKN2A,119,0.3912375816847395,0.11654173616385016,0.716701245295,0.279930415944,46.557272220484
DAXX,119,0.42813122323669744,0.1287456141233488,0.772358342213,0.246936166436,50.947615565167
PAXIP1,119,0.3446299769521428,0.11350770805357818,0.768933435016,0.279930415944,41.010967257305
RPA1,119,0.3954442058395378,0.11970238696913807,0.853560244659,0.246936166436,47.057860494905
RPL6,118,0.33784271193468646,0.06237761004880129,0.750399840091,0.279930415944,39.865440008293
LCK,118,0.37369231677571185,0.10185986462933255,0.734056550373,0.279930415944,44.095693379534
ITCH,118,0.4230585025254237,0.12842339014658422,0.827427202016,0.279930415944,49.920903298
ITSN1,118,0.3198151500138474,0.09260786500624983,0.733653195357,0.246936166436,37.738187701634
EZH2,117,0.3923133901365385,0.11698921358398759,0.701848884439,0.279930415944,45.900666645975
RPS3A,117,0.36690130148017097,0.09845862086256757,0.831035489438,0.279930415944,42.92745227318
MID2,117,0.37091214843899145,0.0983279213038082,0.568082155596,0.279930415944,43.396721367362
BAG6,117,0.33994629551901706,0.11330344041073441,0.99,0.246936166436,39.773716575725
U2AF2,117,0.3737449470892137,0.08715310295361837,0.683366636528,0.279930415944,43.728158809438
LYN,117,0.37929837356092305,0.0872511311205867,0.695822570084,0.279930415944,44.377909706627996
ZBTB16,116,0.33804841161619825,0.08087560173734325,0.641602939182,0.279930415944,39.213615747479
TFIP11,116,0.4391986207053793,0.0847282727756627,0.638447632444,0.279930415944,50.947040001824
SETDB1,114,0.31809528520789476,0.07260745858441561,0.697952264005,0.279930415944,36.2628625137
DDX5,114,0.38380258559904384,0.106822139633286,0.846823395218,0.279930415944,43.753494758291
HNRNPR,114,0.3396296343347018,0.06766897445572823,0.846823395218,0.279930415944,38.717778314156
KRTAP4-12,112,0.34326192875641065,0.10161521349860685,0.638447632444,0.279930415944,38.445336020717995
LIG4,112,0.3224900267114375,0.06625781483977447,0.586446216895,0.279930415944,36.118882991681
ANXA7,112,0.2897113877627768,0.047721157377429574,0.6011802985,0.279930415944,32.447675429431
E2F1,112,0.40042154776739286,0.11399641911129532,0.735240014409,0.246936166436,44.847213349948
CRK,111,0.36588298810763964,0.0810589499987806,0.607151801883,0.279641111567,40.613011679948
PSMC5,111,0.42268353085127924,0.1426817999042854,0.858571960346,0.246936166436,46.917871924492
UBE2E1,111,0.3427431552172613,0.10515209778101274,0.716701245295,0.279930415944,38.044490229116
RPS15A,111,0.3567756761066307,0.07548528287595772,0.714694809551,0.279930415944,39.602100047836004
PRMT5,110,0.3660700728955182,0.10336649736144111,0.647534713099,0.279930415944,40.267708018507
NCOR2,110,0.3968365457615091,0.10893571587667993,0.779417087662,0.246936166436,43.652020033766
RPS8,110,0.3720058212049727,0.08638033264889163,0.757709104213,0.279930415944,40.920640332547
HDAC4,110,0.3852399851145636,0.11238138108833531,0.72809016864,0.246936166436,42.376398362601996
FN1,110,0.37683544144566367,0.12297623421901559,0.904977499353,0.246936166436,41.451898559023
VDR,109,0.423877230569734,0.19197138146948045,0.99,0.246936166436,46.202618132101
SF3B3,109,0.37044578931134864,0.10849680339187041,0.846823395218,0.279930415944,40.378591034937
ADAMTSL4,109,0.35636300045369723,0.09292940153790148,0.501929266682,0.279930415944,38.843567049453
CAV1,109,0.40289102953042205,0.1183741551379554,0.822033992189,0.246936166436,43.915122218816
RPL11,109,0.34586634355431195,0.08786739155324981,0.855226582805,0.279930415944,37.699431447420004
RPS13,109,0.375758506513,0.08985292834447957,0.703475666565,0.279930415944,40.957677209917
HSPB1,108,0.3884799836680556,0.08969553953023861,0.816575190642,0.279930415944,41.95583823615
DLG4,108,0.38879613889270365,0.08868208267643458,0.695822570084,0.279930415944,41.989983000411996
CTBP1,108,0.39060378620714814,0.10635028739659547,0.703475666565,0.246936166436,42.185208910372
PSMD4,108,0.4166276956417222,0.13908863316641404,0.794593059102,0.246743830368,44.995791129306
KRTAP5-9,108,0.31934809029466665,0.08515075185754335,0.593777419121,0.279930415944,34.489593751823996
RPS23,107,0.3682382353846449,0.08133148551718312,0.714694809551,0.279930415944,39.401491186157
FHL2,107,0.38190811045082246,0.09779215342886619,0.723093461905,0.279930415944,40.864167818238
YY1,107,0.4061504351813458,0.11928169065730314,0.751939708819,0.246936166436,43.458096564404
MLH1,106,0.36190025731362263,0.11958368187986368,0.768933435016,0.279930415944,38.361427275244
PRMT1,106,0.35438133568874525,0.09212652054551188,0.676545067409,0.279930415944,37.564421583007
PTK2,106,0.3705737840685566,0.08952623386918142,0.743838176675,0.263960306669,39.280821111267
SMARCC1,105,0.4190344694689143,0.14492340246395571,0.898251078091,0.279930415944,43.998619294236
RPS26,105,0.3614919123968095,0.0774536856212832,0.716701245295,0.279930415944,37.956650801665
PABPC1,105,0.38523208772330475,0.11180323567189752,0.755823193595,0.246936166436,40.449369210947
PSEN1,105,0.3703332481113238,0.10029089349834837,0.709636639575,0.279930415944,38.884991051689
NIF3L1,104,0.34506040389153847,0.07168898966986155,0.471716454681,0.279930415944,35.88628200472
CDK4,103,0.36531694210646604,0.14251010903777198,0.99,0.279930415944,37.627645036966
SRSF1,103,0.3696698619107379,0.09767598249819001,0.846823395218,0.279930415944,38.075995776806
complex:yUfEYCUITgA5uMcP1h91kgMqH1w,103,0.319834839583,0.0,0.319834839583,0.319834839583,32.942988477049
RPL23,102,0.3392277938464608,0.07426429989636904,0.742544894415,0.279930415944,34.601234972339
KRTAP10-5,102,0.279930415944,0.0,0.279930415944,0.279930415944,28.552902426287996
TLE1,102,0.3424512206192843,0.09219743954321027,0.677224902622,0.279930415944,34.930024503167
RPS16,102,0.37365633562641176,0.08817219869661123,0.757709104213,0.279930415944,38.112946233894
RPS20,102,0.3535216308437745,0.08205513334890872,0.742544894415,0.279930415944,36.059206346065004
RUVBL1,102,0.4274557627857451,0.13427152759114466,0.795267249144,0.279930415944,43.600487804146
RNF2,102,0.40495849562940195,0.11908390788547624,0.719016066807,0.246936166436,41.305766554198996
AHCYL1,102,0.3399439563275,0.062000091324558124,0.676545067409,0.279930415944,34.674283545405004
CUL4A,102,0.47560717323100976,0.14650268906419509,0.918548147414,0.279930415944,48.511931669563
MCM7,101,0.39941081887796037,0.11581030576277129,0.835035913326,0.279930415944,40.340492706674
LMO2,101,0.3773711796546138,0.09635948135846087,0.593777419121,0.279930415944,38.114489145115996
RPL4,101,0.33400764210105943,0.05698402913623359,0.734056550373,0.279930415944,33.734771852207004
